"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Tier","",""
"31067-84697","SG","Jacob","Jacob Evans","Evans","1.9944445292154949","18","3500","GS@SAC","GS","SAC","","","","",""
"31067-84696","PG","Jevon","Jevon Carter","Carter","0","0","3500","MIA@MEM","MEM","MIA","","","","",""
"31067-42202","PF","Christian","Christian Wood","Wood","7.533333460489909","6","3500","MIL@CLE","MIL","CLE","","","","",""
"31067-84699","SG","Hamidou","Hamidou Diallo","Diallo","11.59000015258789","20","3500","OKC@DEN","OKC","DEN","","","","",""
"31067-84698","SF","Dzanan","Dzanan Musa","Musa","2.8714286259242465","7","3500","WAS@BKN","BKN","WAS","","","","",""
"31067-15582","PG","Quinn","Quinn Cook","Cook","15.334615854116587","26","3500","GS@SAC","GS","SAC","","","","",""
"31067-15583","PG","Seth","Seth Curry","Curry","6.918181679465554","22","3500","TOR@POR","POR","TOR","","","","",""
"31067-84705","PF","Omari","Omari Spellman","Spellman","16.595454822887074","22","3500","ATL@BOS","ATL","BOS","O","Hip","","",""
"31067-9953","C","Ian","Ian Mahinmi","Mahinmi","10.233333333333333","15","3500","WAS@BKN","WAS","BKN","","","","",""
"31067-84706","PG","Devonte'","Devonte' Graham","Graham","5.263636502352628","11","3500","NY@CHA","CHA","NY","","","","",""
"31067-23780","SF","Jake","Jake Layman","Layman","11.386956256368887","23","3500","TOR@POR","POR","TOR","","","","",""
"31067-15591","C","Miles","Miles Plumlee","Plumlee","10.074999809265137","16","3500","ATL@BOS","ATL","BOS","O","Knee","","",""
"31067-9960","SF","Omri","Omri Casspi","Casspi","11.476190476190476","21","3500","MIA@MEM","MEM","MIA","","","","",""
"31067-84717","SG","Anfernee","Anfernee Simons","Simons","3.1","5","3500","TOR@POR","POR","TOR","GTD","Illness","","",""
"31067-84716","C","Thomas","Thomas Welsh","Welsh","2.1200000762939455","5","3500","OKC@DEN","DEN","OKC","","","","",""
"31067-84718","PF","Alize","Alize Johnson","Johnson","2.450000047683716","4","3500","IND@PHI","IND","PHI","","","","",""
"31067-9968","SG","Jodie","Jodie Meeks","Meeks","10.457143015675731","77","3500","MIL@CLE","MIL","CLE","","","","",""
"31067-84721","SF","Jarred","Jarred Vanderbilt","Vanderbilt","0","0","3500","OKC@DEN","DEN","OKC","O","Foot","","",""
"31067-84724","PG","Landry","Landry Shamet","Shamet","12.251723716998923","29","3500","IND@PHI","PHI","IND","","","","",""
"31067-85238","SF","Yuta","Yuta Watanabe","Watanabe","4.400000095367432","2","3500","MIA@MEM","MEM","MIA","O","Concussion","","",""
"31067-9465","PG","Raymond","Raymond Felton","Felton","10.884615384615385","13","3500","OKC@DEN","OKC","DEN","","","","",""
"31067-23801","SG","Nik","Nik Stauskas","Stauskas","11.528570992606026","28","3500","TOR@POR","POR","TOR","","","","",""
"31067-84730","SG","J.P.","J.P. Macura","Macura","0","0","3500","NY@CHA","CHA","NY","","","","",""
"31067-15620","SF","Okaro","Okaro White","White","1.2000000476837158","2","3500","WAS@BKN","WAS","BKN","","","","",""
"31067-9483","C","Joakim","Joakim Noah","Noah","13.760000610351563","5","3500","MIA@MEM","MEM","MIA","","","","",""
"31067-19726","SF","Abdel","Abdel Nader","Nader","2.6818181818181817","11","3500","OKC@DEN","OKC","DEN","","","","",""
"31067-40206","SG","Alex","Alex Abrines","Abrines","10.691304082455842","23","3500","OKC@DEN","OKC","DEN","","","","",""
"31067-23826","PF","Alex","Alex Poythress","Poythress","12.023077157827524","13","3500","ATL@BOS","ATL","BOS","O","Ankle","","",""
"31067-58134","SF","Justin","Justin Jackson","Jackson","13.288461538461538","26","3500","GS@SAC","SAC","GS","","","","",""
"31067-9506","SG","JR","JR Smith","Smith","14.37272782759233","11","3500","MIL@CLE","CLE","MIL","","","","",""
"31067-15669","PF","Meyers","Meyers Leonard","Leonard","12.355999755859376","25","3500","TOR@POR","POR","TOR","","","","",""
"31067-41269","PG","Demetrius","Demetrius Jackson","Jackson","4","1","3500","IND@PHI","PHI","IND","","","","",""
"31067-85308","PG","Trevon","Trevon Duval","Duval","0","0","3500","MIL@CLE","MIL","CLE","","","","",""
"31067-40255","SG","Davon","Davon Reed","Reed","0","3","3500","IND@PHI","IND","PHI","","","","",""
"31067-16197","SG","Chasson","Chasson Randle","Randle","0","0","3500","WAS@BKN","WAS","BKN","","","","",""
"31067-20806","SG","Treveon","Treveon Graham","Graham","3.6500000953674316","2","3500","WAS@BKN","BKN","WAS","O","Hamstring","","",""
"31067-82761","SG","Jaylen","Jaylen Morris","Morris","5.866666793823242","3","3500","MIL@CLE","MIL","CLE","","","","",""
"31067-84808","SG","Jaylen","Jaylen Adams","Adams","2.1000000635782876","6","3500","ATL@BOS","ATL","BOS","","","","",""
"31067-18256","SF","Doug","Doug McDermott","McDermott","11.125","28","3500","IND@PHI","IND","PHI","","","","",""
"31067-16230","SG","Jordan","Jordan McRae","McRae","3.200000047683716","4","3500","WAS@BKN","WAS","BKN","","","","",""
"31067-9579","PF","Zach","Zach Randolph","Randolph","26.506780074814618","59","3500","GS@SAC","SAC","GS","","","","",""
"31067-15727","SG","Ben","Ben McLemore","McLemore","2.424999952316284","8","3500","GS@SAC","SAC","GS","","","","",""
"31067-9589","PF","Udonis","Udonis Haslem","Haslem","2.6666666666666665","3","3500","MIA@MEM","MIA","MEM","","","","",""
"31067-66424","C","Justin","Justin Patton","Patton","5","1","3500","IND@PHI","PHI","IND","O","Foot","","",""
"31067-40830","SG","Delon","Delon Wright","Wright","13.08","25","3500","TOR@POR","TOR","POR","","","","",""
"31067-20357","SG","Jalen","Jalen Jones","Jones","6.5","6","3500","MIL@CLE","CLE","MIL","","","","",""
"31067-16790","PG","Brad","Brad Wanamaker","Wanamaker","6.55","10","3500","ATL@BOS","BOS","ATL","","","","",""
"31067-58270","PG","Edmond","Edmond Sumner","Sumner","1.4428571973528181","7","3500","IND@PHI","IND","PHI","","","","",""
"31067-80805","SG","Markelle","Markelle Fultz","Fultz","19.394736842105264","19","3500","IND@PHI","PHI","IND","O","Shoulder","","",""
"31067-16293","SF","Norman","Norman Powell","Powell","9.672727411443537","11","3500","TOR@POR","TOR","POR","O","Shoulder","","",""
"31067-9643","PG","Shaun","Shaun Livingston","Livingston","12.844999694824219","20","3500","GS@SAC","GS","SAC","O","Pelvis","","",""
"31067-80815","PF","Zach","Zach Collins","Collins","16.22857121058873","28","3500","TOR@POR","POR","TOR","","","","",""
"31067-58800","SG","Daniel","Daniel Hamilton","Hamilton","1.75","2","3500","ATL@BOS","ATL","BOS","","","","",""
"31067-80816","SG","Malik","Malik Monk","Monk","16.63846177321214","26","3500","NY@CHA","CHA","NY","","","","",""
"31067-80818","PF","TJ","TJ Leaf","Leaf","5.168749809265137","16","3500","IND@PHI","IND","PHI","","","","",""
"31067-80820","SG","Terrance","Terrance Ferguson","Ferguson","9.41500015258789","20","3500","OKC@DEN","OKC","DEN","","","","",""
"31067-58295","PF","D.J.","D.J. Wilson","Wilson","10.100000381469727","2","3500","MIL@CLE","MIL","CLE","","","","",""
"31067-48570","PF","Isaiah","Isaiah Hicks","Hicks","8.622222052680122","18","3500","NY@CHA","NY","CHA","","","","",""
"31067-80826","PF","Ike","Ike Anigbogu","Anigbogu","2.366666634877523","3","3500","IND@PHI","IND","PHI","","","","",""
"31067-17344","SF","DJ","DJ Stephens","Stephens","4","1","3500","MIA@MEM","MEM","MIA","","","","",""
"31067-9669","PF","Jason","Jason Smith","Smith","9.323076688326323","13","3500","MIL@CLE","MIL","CLE","","","","",""
"31067-15814","C","Alex","Alex Len","Len","18.84","25","3500","ATL@BOS","ATL","BOS","","","","",""
"31067-18376","SG","Damion","Damion Lee","Lee","8.707142966134208","14","3500","GS@SAC","GS","SAC","","","","",""
"31067-9677","SF","Jared","Jared Dudley","Dudley","10.879310344827585","29","3500","WAS@BKN","BKN","WAS","","","","",""
"31067-9678","PF","Channing","Channing Frye","Frye","5.322222391764323","9","3500","MIL@CLE","CLE","MIL","","","","",""
"31067-67025","PF","Ivan","Ivan Rabb","Rabb","5.422222137451172","9","3500","MIA@MEM","MEM","MIA","","","","",""
"31067-48598","SF","Semi","Semi Ojeleye","Ojeleye","6.270000076293945","20","3500","ATL@BOS","BOS","ATL","","","","",""
"31067-85463","PG","Joe","Joe Chealey","Chealey","0","0","3500","NY@CHA","CHA","NY","","","","",""
"31067-49114","SG","Frank","Frank Mason","Mason","12.079166412353516","24","3500","GS@SAC","SAC","GS","","","","",""
"31067-85467","PF","Yante","Yante Maten","Maten","0","0","3500","MIA@MEM","MIA","MEM","","","","",""
"31067-16859","SF","Lance","Lance Thomas","Thomas","9.527273004705256","11","3500","NY@CHA","NY","CHA","O","Knee","","",""
"31067-85466","PF","Wenyen","Wenyen Gabriel","Gabriel","0","0","3500","GS@SAC","SAC","GS","","","","",""
"31067-67556","SG","Tyler","Tyler Dorsey","Dorsey","8.185714176722936","14","3500","ATL@BOS","ATL","BOS","","","","",""
"31067-9703","PG","George","George Hill","Hill","17.75333251953125","15","3500","MIL@CLE","MIL","CLE","","","","",""
"31067-17384","C","Kyle","Kyle O'Quinn","O'Quinn","10.164285932268415","14","3500","IND@PHI","IND","PHI","","","","",""
"31067-96763","PG","Brandon","Brandon Goodwin","Goodwin","0","0","3500","OKC@DEN","DEN","OKC","","","","",""
"31067-68090","SF","OG","OG Anunoby","Anunoby","13.241666158040365","24","3500","TOR@POR","TOR","POR","","","","",""
"31067-9725","SF","CJ","CJ Miles","Miles","8.983333587646484","24","3500","TOR@POR","TOR","POR","","","","",""
